Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene stable ID,Gene name,Strand
Y,3579067,3580041,ENSG00000176679,TGIF2LY,1
Y,22168542,22182982,ENSG00000169800,RBMY1F,-1
HG1815_PATCH,312916,1046066,ENSG00000285479,CACNA1C,1
Y,18025787,18027746,ENSG00000182415,CDY2A,1
Y,23049247,23051195,ENSG00000233126,ZNF736P3Y,1
Y,23058030,23059186,ENSG00000227251,TRIM60P9Y,1
Y,7273972,7381548,ENSG00000099725,PRKY,1
Y,7324297,7324595,ENSG00000252633,RN7SKP282,-1
Y,7341531,7341642,ENSG00000251996,Y_RNA,1
Y,7378672,7378779,ENSG00000252155,RNU6-941P,1
Y,7423054,7423158,ENSG00000252472,RNU6-521P,-1
Y,6718962,6719180,ENSG00000224953,SRIP3,-1
Y,6789153,6789344,ENSG00000274365,,1
Y,6837707,6838252,ENSG00000233634,GOT2P5,1
Y,6900753,6901372,ENSG00000237701,ATP5PFP1,1
Y,6918682,6920791,ENSG00000273906,,1
Y,24659337,24660406,ENSG00000232976,TRIM60P10Y,1
Y,24683657,24684935,ENSG00000226270,ZNF736P2Y,1
Y,24691791,24692932,ENSG00000227837,TRIM60P11Y,1
Y,24977176,24978317,ENSG00000278602,,-1
Y,24985201,24986476,ENSG00000223978,ZNF736P1Y,-1
Y,25009700,25010769,ENSG00000278197,,-1
Y,25018499,25019303,ENSG00000230819,ZNF736P5Y,-1
Y,25030901,25062548,ENSG00000185894,BPY2C,-1
Y,25063083,25099892,ENSG00000228296,TTTY4C,-1
Y,24833843,24907040,ENSG00000205916,DAZ4,1
Y,17878260,17880220,ENSG00000129873,CDY2B,-1
Y,2784749,2784853,ENSG00000251841,RNU6-1334P,1
Y,2786855,2787682,ENSG00000184895,SRY,-1
Y,2789827,2790328,ENSG00000237659,RNASEH2CP1,1
Y,2827982,2828218,ENSG00000232195,TOMM22P2,1
Y,2828192,2840851,ENSG00000286130,,-1
Y,2841602,2932000,ENSG00000129824,RPS4Y1,1
Y,2929001,2931120,ENSG00000229163,NAP1L1P2,-1
Y,2934406,2934771,ENSG00000278847,,-1
Y,2935281,2982506,ENSG00000067646,ZFY,1
Y,2966844,3002626,ENSG00000233070,ZFY-AS1,-1
Y,2995067,2995273,ENSG00000223600,EEF1A1P41,-1
Y,13286638,13287378,ENSG00000215414,PSMA6P1,1
Y,13083790,13095805,ENSG00000224035,SFPQP1,1
Y,13230884,13231439,ENSG00000223915,DPPA2P1,1
Y,12904108,12920478,ENSG00000067048,DDX3Y,1
HG1832_PATCH,11198,13789,ENSG00000280963,SERTAD4-AS1,-1
HG1832_PATCH,12538,26373,ENSG00000281230,SERTAD4,1
HG1832_PATCH,45378,46983,ENSG00000281067,ST13P19,-1
HG1832_PATCH,83426,84282,ENSG00000281552,,1
HG1832_PATCH,107994,459395,ENSG00000280680,HHAT,1
HG1832_PATCH,142603,146690,ENSG00000287371,,-1
HG1832_PATCH,153896,154009,ENSG00000281499,RNU5A-8P,-1
HG1832_PATCH,166399,173854,ENSG00000287648,,-1
HG1832_PATCH,242087,242754,ENSG00000280937,BPNT2P1,-1
Y,12930165,12948182,ENSG00000234059,CASKP1,-1
Y,13234577,13480673,ENSG00000183878,UTY,-1
Y,13703899,13706024,ENSG00000154620,TMSB4Y,1
Y,13985772,13986473,ENSG00000129864,VCY,-1
Y,24763069,24813492,ENSG00000187191,DAZ3,-1
Y,23129355,23199010,ENSG00000188120,DAZ1,-1
HG1_PATCH,776,30736,ENSG00000285111,,-1
HG1_PATCH,50215,52129,ENSG00000284831,BRD7P1,1
HG1_PATCH,68641,69977,ENSG00000285274,,1
HG1_PATCH,92909,93215,ENSG00000284911,RN7SKP205,1
HG1_PATCH,118260,128375,ENSG00000284904,,-1
HG1_PATCH,176917,183407,ENSG00000285965,,-1
HG1_PATCH,223226,235547,ENSG00000285289,LINC00596,-1
HG1_PATCH,239198,353533,ENSG00000285282,DHRS4-AS1,-1
HG1_PATCH,271037,328760,ENSG00000286673,,1
HG1_PATCH,337431,352006,ENSG00000290630,,1
HG1_PATCH,337479,351946,ENSG00000285036,DHRS4L1,1
HG1_PATCH,352987,370707,ENSG00000284765,CARMIL3,1
Y,23379484,23392697,ENSG00000205936,PPP1R12BP2,1
Y,23423099,23423236,ENSG00000251925,SNORA70,-1
Y,23435905,23436006,ENSG00000286744,,1
Y,23462465,23472280,ENSG00000225189,REREP1Y,1
Y,23523321,23525369,ENSG00000230073,,1
Y,23537308,23546942,ENSG00000215540,RBMY2CP,-1
Y,23549809,23551385,ENSG00000236647,,1
Y,6865918,6911752,ENSG00000099721,AMELY,-1
HG1_PATCH,371815,379078,ENSG00000285221,CPNE6,1
Y,6910686,7101970,ENSG00000092377,TBL1Y,1
HG1_PATCH,381085,415992,ENSG00000285493,NRL,-1
HG1_PATCH,395031,411576,ENSG00000285241,PCK2,1
HG1_PATCH,415173,426220,ENSG00000284796,DCAF11,1
Y,7100733,7106502,ENSG00000232583,GPR143P,-1
Y,23219447,23291356,ENSG00000205944,DAZ2,1
HG1_PATCH,421934,432807,ENSG00000284818,,1
HG1_PATCH,432253,433827,ENSG00000285321,FITM1,1
HG1_PATCH,437141,439945,ENSG00000284916,PSME1,1
HG1_PATCH,439937,442569,ENSG00000285377,EMC9,-1
HG1_PATCH,440423,441422,ENSG00000285298,,1
HG1_PATCH,444340,448548,ENSG00000284889,PSME2,-1
HG1_PATCH,444467,444543,ENSG00000285146,MIR7703,-1
HG1_PATCH,447661,461638,ENSG00000285152,RNF31,1
HG1_PATCH,448526,467430,ENSG00000284845,,1
HG1_PATCH,459581,459700,ENSG00000285306,RNA5SP383,1
Y,6246223,6249019,ENSG00000168757,TSPY2,1
HG1_PATCH,462243,467543,ENSG00000285048,IRF9,1
HG1_PATCH,472831,481235,ENSG00000285007,REC8,1
Y,14639096,14640358,ENSG00000226555,AGKP1,1
Y,14793642,14804033,ENSG00000228787,NLGN4Y-AS1,-1
Y,21903618,21918042,ENSG00000242389,RBMY1E,-1
HG1_PATCH,481197,489847,ENSG00000285248,IPO4,-1
HG1_PATCH,481373,491394,ENSG00000285125,,-1
HG1_PATCH,489892,494084,ENSG00000287341,,1
HG1_PATCH,490127,496665,ENSG00000285465,TM9SF1,-1
Y,14522573,14845654,ENSG00000165246,NLGN4Y,1
HG1_PATCH,490135,514451,ENSG00000285502,,-1
HG1_PATCH,499411,500068,ENSG00000284802,,1
HG1_PATCH,502590,503789,ENSG00000285309,,-1
HG1_PATCH,506674,509340,ENSG00000285140,TSSK4,1
HG1_PATCH,510561,514847,ENSG00000285302,CHMP4A,-1
HG1_PATCH,510624,516965,ENSG00000285296,,-1
HG1_PATCH,514921,517048,ENSG00000285200,MDP1,-1
HG1_PATCH,514933,533330,ENSG00000285425,NEDD8-MDP1,-1
Y,3002887,3200509,ENSG00000231535,LINC00278,1
HG1_PATCH,517835,533345,ENSG00000285246,NEDD8,-1
Y,25813013,25814566,ENSG00000229343,CDY22P,1
Y,25860943,25861268,ENSG00000232695,ELOCP17,1
Y,25871931,25898653,ENSG00000235511,OFD1P18Y,-1
Y,25904518,25907250,ENSG00000232914,TRAPPC2P4,1
Y,25918323,25918895,ENSG00000223655,RAB9AP3,-1
Y,25923388,25929826,ENSG00000230854,USP9YP20,1
Y,25928979,25929142,ENSG00000252625,RNU1-40P,1
Y,25933833,25935881,ENSG00000227635,USP9YP21,-1
Y,25943268,25954152,ENSG00000237546,XKRYP6,1
HG1_PATCH,533400,540220,ENSG00000284752,GMPR2,1
Y,25975549,25988069,ENSG00000172283,PRYP4,1
Y,25991241,25991572,ENSG00000227867,ELOCP11,-1
Y,25994684,25995697,ENSG00000231716,CDY23P,-1
Y,26002254,26008856,ENSG00000234744,USP9YP26,1
Y,26011435,26012237,ENSG00000233156,HSFY8P,1
Y,26055779,26088493,ENSG00000234888,OFD1P15Y,-1
Y,26123674,26133308,ENSG00000215507,RBMY2DP,1
Y,26198331,26208148,ENSG00000235014,REREP2Y,-1
Y,26234610,26234711,ENSG00000289705,,-1
Y,26244351,26244573,ENSG00000225876,,-1
Y,26247384,26247521,ENSG00000251796,SNORA70,1
Y,26277923,26354418,ENSG00000229238,PPP1R12BP1,-1
Y,26360989,26361092,ENSG00000252948,RNU6-1314P,1
Y,26400611,26401230,ENSG00000233843,CYCSP48,1
Y,26409815,26420535,ENSG00000188399,ANKRD36P1,1
Y,26453982,26454092,ENSG00000277146,,1
Y,14056227,14056958,ENSG00000129862,VCY1B,1
Y,14081075,14086600,ENSG00000235451,PNPLA4P1,1
Y,14101588,14101723,ENSG00000289706,,-1
Y,18080681,18096202,ENSG00000226611,OFD1P2Y,-1
Y,18582063,18629077,ENSG00000240438,OFD1P5Y,-1
Y,20725331,20734526,ENSG00000286247,,-1
Y,20727254,20742900,ENSG00000225624,TBL1YP1,1
HG1_PATCH,540621,543652,ENSG00000284915,TINF2,-1
Y,20756108,20781032,ENSG00000280969,RPS4Y2,1
Y,20808776,20811809,ENSG00000224482,HSFY4P,-1
Y,20843256,20843710,ENSG00000216844,,-1
Y,20861337,20862337,ENSG00000229551,GAPDHP17,1
Y,20907344,20907562,ENSG00000226504,TMEM167AP1,-1
Y,21038289,21044724,ENSG00000254488,,-1
Y,21130870,21131181,ENSG00000237427,TOMM22P1,1
Y,21138633,21257832,ENSG00000289707,,1
Y,21221106,21222089,ENSG00000232634,NEFLP1,-1
Y,21311268,21318895,ENSG00000226918,,1
HG1_PATCH,550092,565410,ENSG00000285348,TGM1,-1
Y,21382954,21386360,ENSG00000183146,PRORY,-1
Y,21405770,21405995,ENSG00000236615,,1
Y,21424028,21456216,ENSG00000288057,,-1
Y,21430697,21437245,ENSG00000237269,RBMY2TP,-1
Y,21468158,21470683,ENSG00000169849,TSPY14P,1
Y,21493519,21501968,ENSG00000169811,RBMY1HP,1
Y,21508299,21510470,ENSG00000242393,,-1
Y,21531839,21534011,ENSG00000228257,,-1
Y,21565092,21605081,ENSG00000184991,TTTY13,-1
HG1_PATCH,566516,572717,ENSG00000285193,RABGGTA,-1
Y,21631683,21632015,ENSG00000271123,ELOCP5,-1
Y,21637475,21639041,ENSG00000226042,CDY10P,-1
Y,21661926,21674008,ENSG00000237023,USP9YP3,1
Y,21677246,21681118,ENSG00000229416,USP9YP8,-1
Y,21696570,21698220,ENSG00000230029,CDY11P,1
Y,23657839,23659058,ENSG00000224169,HSFY6P,-1
Y,23659466,23667822,ENSG00000223407,USP9YP18,-1
Y,23674379,23675392,ENSG00000226873,CDY14P,1
Y,23678504,23678835,ENSG00000227915,ELOCP16,1
Y,23715922,23726808,ENSG00000236620,XKRYP3,-1
Y,23734193,23736249,ENSG00000224866,USP9YP25,1
Y,23740258,23746693,ENSG00000232424,USP9YP29,-1
Y,23740942,23741105,ENSG00000252681,RNU1-97P,-1
Y,23751188,23751760,ENSG00000232910,RAB9AP1,1
Y,23762838,23765583,ENSG00000232845,TRAPPC2P9,-1
Y,23771232,23798150,ENSG00000237302,OFD1P11Y,1
Y,23682007,23694527,ENSG00000169763,PRYP3,-1
Y,4993858,4999650,ENSG00000277930,,-1
Y,5019076,5019266,ENSG00000252468,RNU2-57P,1
Y,5207215,5208069,ENSG00000231341,VDAC1P6,-1
Y,5337745,5338964,ENSG00000235001,EIF4A1P2,-1
HG1_PATCH,572191,599824,ENSG00000287436,,1
Y,5573145,5574431,ENSG00000214207,KRT18P10,1
HG1_PATCH,572704,580067,ENSG00000286762,,1
Y,5634480,5634655,ENSG00000278585,SNX3P1Y,-1
Y,5793300,5793737,ENSG00000235175,RPL26P37,-1
HG1_PATCH,591576,600758,ENSG00000284868,DHRS1,-1
Y,5000226,5742224,ENSG00000099715,PCDH11Y,1
HG1_PATCH,600828,610102,ENSG00000285326,NOP9,1
HG1_PATCH,606074,612408,ENSG00000285199,CIDEB,-1
HG1_PATCH,606712,613031,ENSG00000285203,LTB4R2,1
Y,23581595,23614640,ENSG00000225466,OFD1P10Y,1
Y,23808821,23809059,ENSG00000231540,ELOCP9,-1
Y,23855522,23857091,ENSG00000223362,CDY15P,-1
Y,23917241,23917723,ENSG00000231026,XKRYP4,-1
Y,23919905,23921510,ENSG00000224571,USP9YP13,1
Y,23934953,23940101,ENSG00000226369,USP9YP11,1
HG1_PATCH,612428,619014,ENSG00000285456,LTB4R,1
Y,23936727,23941622,ENSG00000280961,TTTY3B,-1
Y,23945927,23952293,ENSG00000227871,USP9YP12,-1
Y,23946618,23946771,ENSG00000251917,RNU1-86P,-1
Y,23956569,23960218,ENSG00000231423,RAB9AP5,1
Y,23967564,23970694,ENSG00000228465,TRAPPC2P10,-1
Y,23972780,23995081,ENSG00000232585,OFD1P12Y,1
HG1_PATCH,619327,636071,ENSG00000284814,ADCY4,-1
Y,24006911,24007237,ENSG00000234081,ELOCP10,-1
Y,24045229,24048019,ENSG00000172352,CDY1B,-1
Y,24049878,24051487,ENSG00000231375,CDY17P,-1
Y,24077799,24079812,ENSG00000237467,USP9YP35,1
Y,24081704,24090346,ENSG00000229250,USP9YP31,-1
Y,24104107,24106018,ENSG00000232205,CDY18P,1
Y,24142358,24157843,ENSG00000235981,,1
Y,24168187,24174494,ENSG00000223698,GOLGA6L11P,1
Y,24179316,24183505,ENSG00000242854,DNM1P24,-1
Y,24182477,24183071,ENSG00000230977,,1
Y,24183434,24187231,ENSG00000244231,CSPG4P2Y,-1
Y,24186509,24191870,ENSG00000172342,CSPG4P3Y,-1
Y,24196518,24206132,ENSG00000284071,,-1
Y,24210958,24211216,ENSG00000274234,RN7SL818P,-1
Y,24232826,24238984,ENSG00000225491,UBE2Q2P4Y,-1
Y,24276245,24277026,ENSG00000224827,LINC00265-2P,1
Y,24278337,24281140,ENSG00000233740,CICP2,-1
HG1_PATCH,633288,638360,ENSG00000285511,,-1
Y,24283062,24283230,ENSG00000248792,SEPTIN14P22,1
Y,24362335,24362409,ENSG00000279274,,-1
Y,24396604,24403526,ENSG00000234399,RBMY2XP,-1
HG1_PATCH,637003,641000,ENSG00000285379,RIPK3,-1
Y,24485332,24486463,ENSG00000227439,TTTY17B,1
Y,24494709,24495583,ENSG00000224210,TRIM60P5Y,-1
Y,24500263,24501505,ENSG00000232003,ZNF736P12Y,-1
Y,24570202,24607025,ENSG00000235412,TTTY4B,1
HG1_PATCH,653035,653135,ENSG00000285386,U6,-1
Y,24607560,24639207,ENSG00000183795,BPY2B,1
Y,24650808,24651534,ENSG00000240566,,1
Y,25168599,25169841,ENSG00000236379,ZNF736P4Y,1
Y,25174520,25175237,ENSG00000274899,,1
HG1_PATCH,666651,680582,ENSG00000285485,NFATC4,1
Y,25182277,25213389,ENSG00000223641,TTTY17C,-1
Y,25266584,25273531,ENSG00000227633,RBMY2YP,1
Y,25307729,25307803,ENSG00000279115,,1
Y,25378300,25394719,ENSG00000228786,SEPTIN14P23,-1
Y,25388992,25391811,ENSG00000233652,CICP1,1
Y,25393154,25394056,ENSG00000233944,LINC00265-3P,-1
Y,25431156,25437315,ENSG00000223636,UBE2Q2P5Y,1
Y,25454561,25460572,ENSG00000172297,GOLGA2P3Y,1
Y,25458926,25459184,ENSG00000278242,RN7SL725P,1
Y,25464006,25473621,ENSG00000284380,,1
Y,25478269,25483630,ENSG00000172294,CSPG4P4Y,1
Y,25482908,25486705,ENSG00000240450,CSPG4P1Y,1
Y,25486640,25487322,ENSG00000239304,DNM1P48,1
Y,25487284,25487662,ENSG00000233619,,-1
Y,25495651,25501958,ENSG00000197092,GOLGA6L16P,-1
Y,25512301,25527786,ENSG00000235583,,-1
Y,25564122,25566033,ENSG00000237823,CDY19P,-1
Y,25579790,25588444,ENSG00000229709,USP9YP36,1
Y,25590323,25592345,ENSG00000232064,USP9YP33,-1
Y,25618644,25620253,ENSG00000225609,CDY20P,1
Y,25662900,25663226,ENSG00000270535,ELOCP34,1
Y,25675060,25697346,ENSG00000225287,OFD1P13Y,-1
Y,25699451,25702562,ENSG00000225256,TRAPPC2P5,1
Y,25709908,25713557,ENSG00000223856,RAB9AP2,-1
Y,25723016,25724186,ENSG00000235004,USP9YP30,1
Y,25723342,25723495,ENSG00000252426,RNU1-107P,1
Y,25728490,25733388,ENSG00000231141,TTTY3,1
Y,25730011,25735160,ENSG00000232614,USP9YP9,-1
Y,25748596,25750206,ENSG00000225326,USP9YP19,-1
HG1_PATCH,254713,270255,ENSG00000284807,DHRS4,1
Y,25752388,25752870,ENSG00000223406,XKRYP5,1
Y,26508213,26579690,ENSG00000215506,TPTE2P4,1
Y,26549425,26549743,ENSG00000224240,CYCSP49,1
Y,26586642,26591601,ENSG00000227629,SLC25A15P1,-1
Y,26594851,26634652,ENSG00000237917,PARP4P1,-1
Y,26626520,26627159,ENSG00000231514,CCNQP2,-1
HG1_PATCH,270920,312726,ENSG00000292270,DHRS4L2,1
Y,25622117,25624902,ENSG00000172288,CDY1,1
Y,22403410,22417881,ENSG00000226941,RBMY1J,1
HG1_PATCH,313391,352355,ENSG00000284898,DHRS4L1,1
Y,9487267,9490081,ENSG00000238074,TSPY9,1
Y,7274826,7290751,ENSG00000289826,,1
Y,8068445,8126293,ENSG00000239893,ZNF736P9Y,-1
Y,21511338,21525786,ENSG00000242875,RBMY1B,1
Y,21534879,21549326,ENSG00000234414,RBMY1A1,1
Y,7712985,7776707,ENSG00000234795,RFTN1P1,-1
Y,7694707,7810305,ENSG00000290323,,-1
Y,9464012,9466003,ENSG00000225516,FAM197Y5,-1
Y,9458613,9464357,ENSG00000290330,FAM197Y5,-1
Y,9524935,9526926,ENSG00000234803,FAM197Y2,-1
Y,9517599,9525487,ENSG00000290332,,-1
Y,22310864,22321825,ENSG00000243040,RBMY2FP,1
Y,22308859,22316205,ENSG00000290336,RBMY2FP,1
HG2002_PATCH,16044,16524,ENSG00000285435,H3-4,-1
HG2002_PATCH,40362,40820,ENSG00000284795,RPL23AP15,-1
Y,8906224,8916073,ENSG00000173357,,1
HG2002_PATCH,48178,49072,ENSG00000284841,H2AC25,-1
Y,8909948,8914155,ENSG00000290342,,1
HG2002_PATCH,49306,51669,ENSG00000285449,H2BC26,1
HG2002_PATCH,53273,53351,ENSG00000284998,MIR4666A,1
Y,10022489,10034187,ENSG00000236718,RBMY2QP,-1
HG2002_PATCH,55302,55825,ENSG00000285234,H2BC27P,-1
HG2002_PATCH,77387,78319,ENSG00000285050,,-1
Y,9954532,10035299,ENSG00000290344,,-1
HG2002_PATCH,78581,87387,ENSG00000285426,RNF187,1
Y,22649245,22658878,ENSG00000224657,RBMY2BP,1
HG2002_PATCH,101624,103504,ENSG00000285153,BTNL10P,-1
Y,22649291,22654778,ENSG00000290348,,1
HG2002_PATCH,149485,149603,ENSG00000285166,RNA5S1,-1
HG2002_PATCH,151724,151842,ENSG00000285285,RNA5S2,-1
HG2002_PATCH,212165,212283,ENSG00000285168,RNA5S3,-1
Y,6243295,6245283,ENSG00000250204,TTTY23B,-1
HG2002_PATCH,221127,221245,ENSG00000284853,RNA5S16,-1
HG2002_PATCH,223369,223487,ENSG00000285158,RNA5S17,-1
Y,6242446,6243610,ENSG00000290369,TTTY23B,-1
HG2002_PATCH,225239,225359,ENSG00000284877,RNA5SP18,-1
HG2002_PATCH,227568,228706,ENSG00000285311,DUSP5P1,1
HG2002_PATCH,229763,229887,ENSG00000285183,,1
Y,9484321,9486313,ENSG00000274196,FAM197Y4,-1
HG2002_PATCH,264417,264828,ENSG00000285319,FTH1P2,1
HG2002_PATCH,312483,323668,ENSG00000284984,RHOU,1
Y,9479053,9484654,ENSG00000290373,FAM197Y4,-1
Y,10066587,10069151,ENSG00000225685,TSPY5P,-1
Y,10066554,10067386,ENSG00000290378,,-1
Y,8789000,8789302,ENSG00000180910,TTTY11,-1
Y,8783310,8817382,ENSG00000290381,TTTY11,-1
Y,12339813,12347487,ENSG00000224060,ARSLP1,1
Y,12345077,12347495,ENSG00000290435,,1
Y,6263602,6265595,ENSG00000234830,FAM197Y9,-1
Y,6256267,6263953,ENSG00000290448,FAM197Y9,-1
Y,9504608,9506596,ENSG00000230066,FAM197Y3,-1
Y,9497287,9505159,ENSG00000290607,FAM197Y3,-1
Y,18674033,18738089,ENSG00000242153,OFD1P6Y,1
Y,18729882,18739197,ENSG00000290716,TTTY9A,1
Y,17769116,17777400,ENSG00000250868,XKRY,-1
Y,17768980,17770560,ENSG00000290724,XKRY,-1
Y,18128610,18136886,ENSG00000244646,XKRYP7,1
Y,18135449,18137029,ENSG00000290725,XKRYP7,1
Y,18389297,18391510,ENSG00000282909,,-1
Y,18391065,18405046,ENSG00000290726,,-1
Y,2752296,2774739,ENSG00000288686,,1
Y,2752083,2854641,ENSG00000290840,XGY2,1
Y,2881683,2883652,ENSG00000227289,HSFY3P,-1
Y,2883110,2890551,ENSG00000290841,,-1
Y,13153931,13162214,ENSG00000235462,TAB3P1,-1
Y,13159273,13161549,ENSG00000290852,,-1
Y,13751656,13915824,ENSG00000241859,ANOS2P,1
Y,13703902,13888980,ENSG00000290853,,1
Y,21394991,21401585,ENSG00000223637,RBMY2EP,-1
Y,21395148,21404771,ENSG00000290954,,-1
Y,24209567,24215581,ENSG00000239533,GOLGA2P2Y,-1
Y,24209967,24214831,ENSG00000291016,GOLGA2P2Y,-1
Y,19456585,19484884,ENSG00000215580,BCORP1,-1
Y,19455431,19567092,ENSG00000291031,BCORP1,-1
Y,11153858,11159013,ENSG00000278212,,-1
Y,11153797,11215032,ENSG00000291032,,-1
Y,19567382,19604120,ENSG00000131002,TXLNGY,1
Y,19567313,19606274,ENSG00000291033,TXLNGY,1
Y,12406796,12420322,ENSG00000206159,GYG2P1,-1
Y,12088010,12421587,ENSG00000291034,,-1
Y,9166085,9167702,ENSG00000232235,CDY3P,-1
Y,9183694,9185803,ENSG00000224408,USP9YP22,1
Y,9189629,9204611,ENSG00000238154,USP9YP4,-1
Y,9230915,9231247,ENSG00000232924,ELOCP4,1
Y,9311130,9322869,ENSG00000197038,RBMY1A3P,-1
Y,9325799,9326047,ENSG00000275310,,1
Y,9329880,9334832,ENSG00000232808,TTTY20,-1
Y,9337464,9340284,ENSG00000233803,TSPY4,1
HG2021_PATCH,36471,46043,ENSG00000280774,LEUTX,1
HG2021_PATCH,72848,73431,ENSG00000281677,,-1
HG2021_PATCH,85226,94077,ENSG00000281320,DYRK1B,-1
HG2021_PATCH,89592,89678,ENSG00000281403,MIR6719,-1
HG2021_PATCH,94334,106255,ENSG00000280548,FBL,-1
Y,9347511,9356814,ENSG00000225560,FAM197Y8,-1
Y,9367803,9375681,ENSG00000228383,FAM197Y7,-1
Y,9375129,9377121,ENSG00000286120,,-1
Y,9378122,9380871,ENSG00000188656,TSPY7P,1
HG2021_PATCH,218382,218823,ENSG00000280932,PRR13P5,-1
Y,9388122,9396027,ENSG00000237802,FAM197Y6,-1
HG2021_PATCH,246308,256907,ENSG00000281221,PSMC4,1
Y,9395475,9397467,ENSG00000286173,,-1
Y,9357797,9360599,ENSG00000229549,TSPY8,1
HG2021_PATCH,259277,296181,ENSG00000281526,ZNF546,1
HG2021_PATCH,298527,300645,ENSG00000281233,,-1
Y,9398421,9401223,ENSG00000228927,TSPY3,1
HG2021_PATCH,303403,331374,ENSG00000281601,ZNF780B,-1
HG2021_PATCH,323900,366068,ENSG00000281009,,-1
HG2021_PATCH,344295,366081,ENSG00000280568,ZNF780A,-1
HG2021_PATCH,365897,369549,ENSG00000280797,,1
HG2021_PATCH,123200,209769,ENSG00000281123,FCGBP,-1
Y,333933,386955,ENSG00000292327,PPP2R3B,-1
Y,1008503,1010101,ENSG00000292328,RPL14P5,-1
Y,253743,255091,ENSG00000292329,,1
Y,1767347,1768776,ENSG00000292330,,1
Y,1401769,1414028,ENSG00000292331,ASMTL-AS1,1
Y,1336616,1382689,ENSG00000292332,IL3RA,1
Y,1462581,1537185,ENSG00000292333,P2RY8,-1
Y,1386152,1392113,ENSG00000292334,SLC25A6,-1
Y,990221,994365,ENSG00000292335,,1
Y,1615059,1643081,ENSG00000292336,ASMT,1
Y,2334295,2336410,ENSG00000292337,DHRSX-IT1,-1
Y,2219506,2502805,ENSG00000292338,DHRSX,-1
Y,1403139,1453762,ENSG00000292339,ASMTL,-1
Y,1732584,1763212,ENSG00000292340,LINC02968,1
Y,1396427,1399402,ENSG00000292341,LINC00106,1
Y,320990,321851,ENSG00000292342,LINC00685,1
Y,1591604,1602520,ENSG00000292343,AKAP17A,1
Y,276322,303356,ENSG00000292344,PLCXD1,1
Y,2486414,2500976,ENSG00000292345,ZBED1,-1
Y,2609191,2609254,ENSG00000292346,MIR6089,1
Y,2612988,2615347,ENSG00000292347,LINC00102,-1
Y,2691187,2741309,ENSG00000292348,CD99,1
Y,386980,405579,ENSG00000292349,,1
Y,388100,388389,ENSG00000292350,Metazoa_SRP,-1
Y,419157,421980,ENSG00000292351,,1
Y,523775,524102,ENSG00000292352,FABP5P13,-1
Y,545236,545352,ENSG00000292353,KRT18P53,-1
Y,624344,659411,ENSG00000292354,SHOX,1
Y,1293918,1293992,ENSG00000292355,MIR3690,1
Y,1300256,1300375,ENSG00000292356,RNA5SP498,-1
Y,1268800,1310381,ENSG00000292357,CSF2RA,1
HG2022_PATCH,109155,109314,ENSG00000283272,,1
HG2022_PATCH,126609,266435,ENSG00000283276,,-1
Y,304529,318796,ENSG00000292358,GTPBP6,-1
Y,1661795,1662306,ENSG00000292359,,1
Y,2566024,2609207,ENSG00000292360,,-1
Y,2609415,2623453,ENSG00000292361,CD99P1,1
Y,2609340,2658924,ENSG00000292362,CD99P1,1
Y,1190490,1212723,ENSG00000292363,CRLF2,-1
Y,57015105,57016096,ENSG00000292364,AMD1P2,-1
Y,57062156,57062405,ENSG00000292365,DPH3P2,1
Y,57067865,57130289,ENSG00000292366,VAMP7,1
Y,57165512,57165845,ENSG00000292367,ELOCP24,-1
Y,57171890,57172769,ENSG00000292368,TRPC6P1,-1
Y,57190738,57208756,ENSG00000292369,,1
Y,57201143,57203357,ENSG00000292370,WASIR1,-1
Y,57212184,57214397,ENSG00000292371,DDX11L16,-1
Y,57207346,57212230,ENSG00000292372,WASH6P,1
Y,57184216,57197337,ENSG00000292373,IL9R,1
HG2023_PATCH,116955,119843,ENSG00000285063,FRG2,-1
HG2023_PATCH,33800,56132,ENSG00000283153,FRG1,1
HG2023_PATCH,66529,66777,ENSG00000283508,MLLT10P2,-1
HG2023_PATCH,72832,75309,ENSG00000283127,,1
HG2023_PATCH,75453,77801,ENSG00000283593,TUBB7P,-1
HG2023_PATCH,107730,107847,ENSG00000283700,RNA5SP174,1
HG2023_PATCH,110290,110408,ENSG00000283581,RNA5SP175,1
HG2023_PATCH,114008,115266,ENSG00000283181,DUX4L9,-1
HG2023_PATCH,130673,131156,ENSG00000283449,RARRES2P4,-1
HG2023_PATCH,163856,165127,ENSG00000284383,,1
HG2023_PATCH,167162,168433,ENSG00000284496,,1
HG2023_PATCH,170468,171739,ENSG00000284262,,1
HG2023_PATCH,173774,175045,ENSG00000283767,,1
HG2023_PATCH,177080,178351,ENSG00000284210,,1
HG2023_PATCH,180386,181657,ENSG00000283884,,1
HG2023_PATCH,183692,184963,ENSG00000283955,,1
HG2023_PATCH,186998,188269,ENSG00000284025,,1
HG2023_PATCH,190304,191575,ENSG00000283878,,1
HG2023_PATCH,193610,194881,ENSG00000284181,,1
HG2023_PATCH,196916,198187,ENSG00000283820,,1
HG2023_PATCH,221606,222069,ENSG00000283660,RPL23AP84,1
HG2023_PATCH,157835,158518,ENSG00000292263,,1
HG2023_PATCH,160550,161824,ENSG00000283363,DUX4L8,1
HG2023_PATCH,200222,211819,ENSG00000283949,DUX4,1
HG1309_PATCH,46660,71371,ENSG00000288372,,-1
HG1309_PATCH,52726,56866,ENSG00000288288,,1
